SURVEY_OPS,image_key,ranSel_key,CONCEPT,Count,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,Z,CONCEPT - OLD (note this was extract with some QC already done) - filling on Photos,SubstConc (17-7-19),IMAGE_NO,KEY_1,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,Dens
IN2018_V06_084,084_0794,084_077,Hydrocorals,1,6/12/2018 0:04,IN2018_V06_084,1b,1b,Main Matt,81,146.2096633,-44.22803235,1145.941667,Rock,Rock,794,084_0794,6.365059731,77,QT,1,77,NA,0.15710771654343805
IN2018_V06_042,042_0764,042_081,Regular urchins,10,28/11/2018 17:07,IN2018_V06_042,fished,1c,Sisters,81,147.2648586,-44.26221338,1366.6025,Pebble - gravel,Rock,764,042_0764,9.643018513,81,QT,1,81,NA,1.0370196828429548
IN2018_V06_062,062_0361,062_044,Regular urchins,3,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665341,-44.28165761,1401.6875,Coral rubble,Coral rubble,361,062_0361,5.533033018,44,QT-2,2,4,NA,0.5421981018801865
IN2018_V06_062,062_0361,062_044,Sponges,2,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665341,-44.28165761,1401.6875,Coral rubble,Coral rubble,361,062_0361,5.533033018,44,QT-2,2,4,NA,0.36146540125345766
IN2018_V06_062,062_0361,062_044,D.horridus,1,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665341,-44.28165761,1401.6875,Coral rubble,Coral rubble,361,062_0361,5.533033018,44,QT-2,2,4,NA,0.18073270062672883
IN2018_V06_062,062_0361,062_044,Hydrocorals,1,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665341,-44.28165761,1401.6875,Coral rubble,Coral rubble,361,062_0361,5.533033018,44,QT-2,2,4,NA,0.18073270062672883
IN2018_V06_062,062_0361,062_044,Solenosmilia matrix,15,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665341,-44.28165761,1401.6875,Coral rubble,Coral rubble,361,062_0361,5.533033018,44,QT-2,2,4,NA,2.710990509400933
IN2018_V06_059,059_0331,059_036,Black & Octocorals,18,1/12/2018 4:35,IN2018_V06_059,fished,1c,Sisters,56,147.2290513,-44.26321515,1226.625,Coral reef substrate,Coral reef substrate,331,059_0331,12.92150143,36,QT,1,36,NA,1.3930269711698666
IN2018_V06_059,059_0331,059_036,Stalked crinoids,1,1/12/2018 4:35,IN2018_V06_059,fished,1c,Sisters,56,147.2290513,-44.26321515,1226.625,Coral reef substrate,Coral reef substrate,331,059_0331,12.92150143,36,QT,1,36,NA,0.07739038728721481
IN2018_V06_059,059_0331,059_036,Solenosmilia matrix,60,1/12/2018 4:35,IN2018_V06_059,fished,1c,Sisters,56,147.2290513,-44.26321515,1226.625,Coral reef substrate,Coral reef substrate,331,059_0331,12.92150143,36,QT,1,36,NA,4.643423237232889
IN2018_V06_059,059_0331,059_036,Hydrocorals,1,1/12/2018 4:35,IN2018_V06_059,fished,1c,Sisters,56,147.2290513,-44.26321515,1226.625,Coral reef substrate,Coral reef substrate,331,059_0331,12.92150143,36,QT,1,36,NA,0.07739038728721481
IN2018_V06_059,059_0331,059_036,Sponges,2,1/12/2018 4:35,IN2018_V06_059,fished,1c,Sisters,56,147.2290513,-44.26321515,1226.625,Coral reef substrate,Coral reef substrate,331,059_0331,12.92150143,36,QT,1,36,NA,0.15478077457442962
IN2018_V06_092,092_0413,092_028,No-VMEfauna,0,6/12/2018 19:35,IN2018_V06_092,1b,1b,Main Matt,66,146.1781435,-44.2101238,964.8,Pebble - gravel,Pebble - gravel,413,092_0413,1.548556248,28,QT,1,28,NA,0
IN2018_V06_089,089_0209,089_020,Sponges,2,6/12/2018 10:21,IN2018_V06_089,1b,1b,Main Matt,69,146.1964247,-44.21034412,834.9555556,Rock,Rock,209,089_0209,4.293072113,20,QT,1,20,NA,0.4658668541680749
IN2018_V06_089,089_0209,089_020,Black & Octocorals,1,6/12/2018 10:21,IN2018_V06_089,1b,1b,Main Matt,69,146.1964247,-44.21034412,834.9555556,Rock,Rock,209,089_0209,4.293072113,20,QT,1,20,NA,0.23293342708403744
IN2018_V06_179,179_0504,179_026,No-VMEfauna,0,16/12/2018 17:22,IN2018_V06_179,1b,1b,St Helens,70,148.7450741,-41.22347981,946.06875,Pebble - gravel,Pebble - gravel,504,179_0504,3.403039841,26,QT,1,26,MG-Q,0
IN2018_V06_122,122_0507,122_061,Hydrocorals,1,9/12/2018 15:48,IN2018_V06_122,1,1,z103,64,147.1610088,-44.40310666,1853.185714,cobble - boulder,cobble - boulder,507,122_0507,4.626392319,61,QT,1,61,NA,0.2161511456547099
IN2018_V06_136,136_0108,136_005,Sponges,3,11/12/2018 2:04,IN2018_V06_136,2,2,slope,70,147.5036251,-44.06302495,931.1166667,Rock,Rock,108,136_0108,3.704373856,5,QT,1,5,NA,0.8098534642071504
IN2018_V06_136,136_0108,136_005,Black & Octocorals,4,11/12/2018 2:04,IN2018_V06_136,2,2,slope,70,147.5036251,-44.06302495,931.1166667,Rock,Rock,108,136_0108,3.704373856,5,QT,1,5,NA,1.0798046189428672
IN2018_V06_136,136_0108,136_005,Unstalked crinoids,2,11/12/2018 2:04,IN2018_V06_136,2,2,slope,70,147.5036251,-44.06302495,931.1166667,Rock,Rock,108,136_0108,3.704373856,5,QT,1,5,NA,0.5399023094714336
IN2018_V06_136,136_0108,136_005,Hydrocorals,1,11/12/2018 2:04,IN2018_V06_136,2,2,slope,70,147.5036251,-44.06302495,931.1166667,Rock,Rock,108,136_0108,3.704373856,5,QT,1,5,NA,0.2699511547357168
IN2018_V06_051,051_0304,051_023,Hydrocorals,1,30/11/2018 2:49,IN2018_V06_051,1,1,Hill K1,80,147.3936418,-44.2939923,1542.708571,Rock,Rock,304,051_0304,4.797330859,23,QT,1,23,NA,0.20844924592264819
IN2018_V06_051,051_0304,051_023,Stalked crinoids,1,30/11/2018 2:49,IN2018_V06_051,1,1,Hill K1,80,147.3936418,-44.2939923,1542.708571,Rock,Rock,304,051_0304,4.797330859,23,QT,1,23,NA,0.20844924592264819
IN2018_V06_051,051_0304,051_023,Black & Octocorals,2,30/11/2018 2:49,IN2018_V06_051,1,1,Hill K1,80,147.3936418,-44.2939923,1542.708571,Rock,Rock,304,051_0304,4.797330859,23,QT,1,23,NA,0.41689849184529637
IN2018_V06_167,167_0071,167_023,Hydrocorals,1,14/12/2018 18:03,IN2018_V06_167,1b,1b,Punch's Hill,51,147.1920652,-44.18897544,843.61,Coral rubble,Coral rubble,71,167_0071,3.597637802,23,QT,1,23,NA,0.27796016581882693
IN2018_V06_167,167_0071,167_023,Sponges,7,14/12/2018 18:03,IN2018_V06_167,1b,1b,Punch's Hill,51,147.1920652,-44.18897544,843.61,Coral rubble,Coral rubble,71,167_0071,3.597637802,23,QT,1,23,NA,1.9457211607317884
IN2018_V06_042,042_0456,042_011,Regular urchins,2,28/11/2018 16:41,IN2018_V06_042,fished,1c,Sisters,81,147.2599148,-44.26821444,1213.135,Pebble - gravel,Rock,456,042_0456,4.59110758,11,QT,1,11,NA,0.4356247300134056
IN2018_V06_044,044_0570,044_075,Sponges,1,28/11/2018 22:15,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2604012,-44.26199794,1340.72,Rock,Rock,570,044_0570,7.988401293,75,QT-2,2,11,NA,0.12518149293229303
IN2018_V06_044,044_0570,044_075,Regular urchins,8,28/11/2018 22:15,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2604012,-44.26199794,1340.72,Rock,Rock,570,044_0570,7.988401293,75,QT-2,2,11,NA,1.0014519434583442
IN2018_V06_044,044_0570,044_075,Hydrocorals,1,28/11/2018 22:15,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2604012,-44.26199794,1340.72,Rock,Rock,570,044_0570,7.988401293,75,QT-2,2,11,NA,0.12518149293229303
IN2018_V06_155,155_0333,155_122,Sponges,7,13/12/2018 7:58,IN2018_V06_156,fished,1b,Corvina group N,30,147.2208435,-44.16542136,761.25,Coral rubble,Coral rubble,333,155_0333,2.811275943,122,QT-2,2,58,NA,2.4899725754171547
IN2018_V06_155,155_0333,155_122,Regular urchins,1,13/12/2018 7:58,IN2018_V06_156,fished,1b,Corvina group N,30,147.2208435,-44.16542136,761.25,Coral rubble,Coral rubble,333,155_0333,2.811275943,122,QT-2,2,58,NA,0.3557103679167364
IN2018_V06_155,155_0333,155_122,Hydrocorals,1,13/12/2018 7:58,IN2018_V06_156,fished,1b,Corvina group N,30,147.2208435,-44.16542136,761.25,Coral rubble,Coral rubble,333,155_0333,2.811275943,122,QT-2,2,58,NA,0.3557103679167364
IN2018_V06_155,155_0333,155_122,Black & Octocorals,2,13/12/2018 7:58,IN2018_V06_156,fished,1b,Corvina group N,30,147.2208435,-44.16542136,761.25,Coral rubble,Coral rubble,333,155_0333,2.811275943,122,QT-2,2,58,NA,0.7114207358334728
IN2018_V06_172,172_0186,172_071,No-VMEfauna,0,16/12/2018 1:04,IN2018_V06_172,1b,1b,St Helens,79,148.764644,-41.2325574,720.145,Coral rubble,Coral rubble,186,172_0186,7.568639245,71,QT,1,71,NA,0
IN2018_V06_084,084_0270,084_184,No-VMEfauna,0,5/12/2018 23:19,IN2018_V06_084,1b,1b,Main Matt,81,146.1975087,-44.21993484,884.2375,Rock,Rock,270,084_0270,3.147455647,184,QT-2,2,56,NA,0
IN2018_V06_041,041_0452,041_012,Regular urchins,5,28/11/2018 13:52,IN2018_V06_041,1,1,z16,50,147.056639,-44.28930101,1420.711111,Pebble - gravel,Pebble - gravel,452,041_0452,5.645409264,12,QT,1,12,NA,0.8856753808593317
IN2018_V06_185,185_0381,185_052,No-VMEfauna,0,17/12/2018 8:38,IN2018_V06_185,1b,1b,St Helens,71,148.751142,-41.23875928,904.1822222,Sand - mud (<2mm),Sand - mud (<2mm),381,185_0381,2.390456132,52,QT,1,52,MG-Q,0
IN2018_V06_084,084_0659,084_153,Regular urchins,2,5/12/2018 23:52,IN2018_V06_084,1b,1b,Main Matt,81,146.2066171,-44.22586091,1086.619048,Sand - mud (<2mm),Pebble - gravel,659,084_0659,4.354158302,153,QT-2,2,25,NA,0.45933102594853703
IN2018_V06_172,172_0652,172_054,Hydrocorals,1,16/12/2018 1:43,IN2018_V06_172,1b,1b,St Helens,79,148.7768735,-41.23929448,1040.846667,Rock,Rock,652,172_0652,12.8523684,54,QT,1,54,NA,0.07780667102570761
IN2018_V06_166,166_0538,166_113,No-VMEfauna,0,14/12/2018 15:45,IN2018_V06_166,1,1,z8,70,147.3030334,-44.1985354,1341.19,Pebble - gravel,Pebble - gravel,538,166_0538,3.417617742,113,QT-2,2,49,NA,0
IN2018_V06_182,182_0482,182_014,No-VMEfauna,0,17/12/2018 1:23,IN2018_V06_182,1b,1b,St Helens,66,148.7439884,-41.23462124,949.72,Pebble - gravel,Pebble - gravel,482,182_0482,5.032892915,14,QT,1,14,MG-Q,0
IN2018_V06_186,186_0094,186_020,True anemones: Fourlobed,80,17/12/2018 14:14,IN2018_V06_186,1b,1b,St Helens,66,148.7635531,-41.23001388,671.5571429,Coral rubble,Coral rubble,94,186_0094,6.624986949,NA,QT-2,2,20,MG-Q,12.075495486383636
IN2018_V06_186,186_0094,186_020,Sponges,2,17/12/2018 14:14,IN2018_V06_186,1b,1b,St Helens,66,148.7635531,-41.23001388,671.5571429,Coral rubble,Coral rubble,94,186_0094,6.624986949,NA,QT-2,2,20,MG-Q,0.3018873871595909
IN2018_V06_093,093_0193,093_017,Black & Octocorals,2,6/12/2018 20:25,IN2018_V06_093,1b,1b,Fang,20,146.1616897,-44.20488795,1046.8,Barnacle plates,Barnacle plates,193,093_0193,8.678562484,17,QT,1,17,NA,0.23045291241346091
IN2018_V06_093,093_0193,093_017,Hydrocorals,1,6/12/2018 20:25,IN2018_V06_093,1b,1b,Fang,20,146.1616897,-44.20488795,1046.8,Barnacle plates,Barnacle plates,193,093_0193,8.678562484,17,QT,1,17,NA,0.11522645620673046
IN2018_V06_092,092_0152,092_115,Sponges,1,6/12/2018 19:13,IN2018_V06_092,1b,1b,Main Matt,66,146.185781,-44.2128364,802.33125,Coral rubble,Coral rubble,152,092_0152,3.344941051,115,QT-2,2,51,NA,0.29895893074140756
IN2018_V06_092,092_0152,092_115,Hydrocorals,1,6/12/2018 19:13,IN2018_V06_092,1b,1b,Main Matt,66,146.185781,-44.2128364,802.33125,Coral rubble,Coral rubble,152,092_0152,3.344941051,115,QT-2,2,51,NA,0.29895893074140756
IN2018_V06_089,089_0345,089_099,Hydrocorals,1,6/12/2018 10:32,IN2018_V06_089,1b,1b,Main Matt,69,146.1998406,-44.20781182,933.5357143,Rock,Rock,345,089_0345,7.006963702,99,QT-2,2,35,NA,0.14271516772872245
IN2018_V06_089,089_0345,089_099,Black & Octocorals,1,6/12/2018 10:32,IN2018_V06_089,1b,1b,Main Matt,69,146.1998406,-44.20781182,933.5357143,Rock,Rock,345,089_0345,7.006963702,99,QT-2,2,35,NA,0.14271516772872245
IN2018_V06_089,089_0345,089_099,Sponges,12,6/12/2018 10:32,IN2018_V06_089,1b,1b,Main Matt,69,146.1998406,-44.20781182,933.5357143,Rock,Rock,345,089_0345,7.006963702,99,QT-2,2,35,NA,1.7125820127446694
IN2018_V06_089,089_0345,089_099,Regular urchins,1,6/12/2018 10:32,IN2018_V06_089,1b,1b,Main Matt,69,146.1998406,-44.20781182,933.5357143,Rock,Rock,345,089_0345,7.006963702,99,QT-2,2,35,NA,0.14271516772872245
IN2018_V06_092,092_0475,092_052,No-VMEfauna,0,6/12/2018 19:40,IN2018_V06_092,1b,1b,Main Matt,66,146.1763222,-44.20965626,986.6333333,Sand - mud (<2mm),Sand - mud (<2mm),475,092_0475,3.058878571,52,QT,1,52,NA,0
IN2018_V06_085,085_0669,085_026,No-VMEfauna,0,6/12/2018 3:31,IN2018_V06_085,1b,1b,Main Matt,75,146.1757411,-44.22531504,1177.27619,Pebble - gravel,Pebble - gravel,669,085_0669,6.114720058,26,QT,1,26,NA,0
IN2018_V06_092,092_0224,092_129,Sponges,5,6/12/2018 19:19,IN2018_V06_092,1b,1b,Main Matt,66,146.1835351,-44.21186658,809.4357143,Rock,cobble - boulder,224,092_0224,8.135164633,129,QT-2,2,49,NA,0.6146157116129748
IN2018_V06_092,092_0224,092_129,Hydrocorals,1,6/12/2018 19:19,IN2018_V06_092,1b,1b,Main Matt,66,146.1835351,-44.21186658,809.4357143,Rock,cobble - boulder,224,092_0224,8.135164633,129,QT-2,2,49,NA,0.12292314232259495
IN2018_V06_092,092_0224,092_129,Black & Octocorals,4,6/12/2018 19:19,IN2018_V06_092,1b,1b,Main Matt,66,146.1835351,-44.21186658,809.4357143,Rock,cobble - boulder,224,092_0224,8.135164633,129,QT-2,2,49,NA,0.4916925692903798
IN2018_V06_044,044_0670,044_039,Black & Octocorals,2,28/11/2018 22:23,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2640265,-44.26134024,1378.05,Rock,Rock,670,044_0670,6.161172873,39,QT,1,39,NA,0.324613517787265
IN2018_V06_044,044_0670,044_039,Hydrocorals,1,28/11/2018 22:23,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2640265,-44.26134024,1378.05,Rock,Rock,670,044_0670,6.161172873,39,QT,1,39,NA,0.1623067588936325
IN2018_V06_044,044_0670,044_039,Regular urchins,10,28/11/2018 22:23,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2640265,-44.26134024,1378.05,Rock,Rock,670,044_0670,6.161172873,39,QT,1,39,NA,1.6230675889363249
IN2018_V06_042,042_0638,042_085,Unstalked crinoids,2,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,1301.693333,Coral reef substrate,Coral reef substrate,638,042_0638,6.787890308,85,QT-2,2,21,NA,0.2946423570874239
IN2018_V06_042,042_0638,042_085,Regular urchins,3,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,1301.693333,Coral reef substrate,Coral reef substrate,638,042_0638,6.787890308,85,QT-2,2,21,NA,0.44196353563113594
IN2018_V06_042,042_0638,042_085,Solenosmilia matrix,35,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,1301.693333,Coral reef substrate,Coral reef substrate,638,042_0638,6.787890308,85,QT-2,2,21,NA,5.156241249029919
IN2018_V06_042,042_0638,042_085,Sponges,33,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,1301.693333,Coral reef substrate,Coral reef substrate,638,042_0638,6.787890308,85,QT-2,2,21,NA,4.861598891942495
IN2018_V06_042,042_0638,042_085,Black & Octocorals,42,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,1301.693333,Coral reef substrate,Coral reef substrate,638,042_0638,6.787890308,85,QT-2,2,21,NA,6.187489498835903
IN2018_V06_042,042_0638,042_085,Hydrocorals,1,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,1301.693333,Coral reef substrate,Coral reef substrate,638,042_0638,6.787890308,85,QT-2,2,21,NA,0.14732117854371196
IN2018_V06_168,168_0222,168_038,Black & Octocorals,1,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.2418319,-44.21165736,1098.871429,Rock,Rock,222,168_0222,4.226058725,38,QT,1,38,NA,0.23662709514288638
IN2018_V06_168,168_0222,168_038,Hydrocorals,1,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.2418319,-44.21165736,1098.871429,Rock,Rock,222,168_0222,4.226058725,38,QT,1,38,NA,0.23662709514288638
IN2018_V06_168,168_0222,168_038,Sponges,7,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.2418319,-44.21165736,1098.871429,Rock,Rock,222,168_0222,4.226058725,38,QT,1,38,NA,1.6563896660002047
IN2018_V06_168,168_0222,168_038,Solenosmilia matrix,20,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.2418319,-44.21165736,1098.871429,Rock,Rock,222,168_0222,4.226058725,38,QT,1,38,NA,4.732541902857728
IN2018_V06_168,168_0222,168_038,S.variabilis,1,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.2418319,-44.21165736,1098.871429,Rock,Rock,222,168_0222,4.226058725,38,QT,1,38,NA,0.23662709514288638
IN2018_V06_109,109_0486,109_068,Hydrocorals,1,8/12/2018 13:27,IN2018_V06_109,2,4,slope,69,146.8315107,-44.12205348,699.8,Rock,Rock,486,109_0486,6.613887776,68,QT,1,68,NA,0.15119700150170798
IN2018_V06_109,109_0486,109_068,Black & Octocorals,1,8/12/2018 13:27,IN2018_V06_109,2,4,slope,69,146.8315107,-44.12205348,699.8,Rock,Rock,486,109_0486,6.613887776,68,QT,1,68,NA,0.15119700150170798
IN2018_V06_174,174_0264,174_081,Hydrocorals,1,16/12/2018 6:14,IN2018_V06_174,1b,1b,St Helens,77,148.7635048,-41.22300216,819.9,Rock,Rock,264,174_0264,8.797114476,NA,QT-2,2,81,NA,0.1136736372736955
IN2018_V06_174,174_0264,174_081,D.horridus,3,16/12/2018 6:14,IN2018_V06_174,1b,1b,St Helens,77,148.7635048,-41.22300216,819.9,Rock,Rock,264,174_0264,8.797114476,NA,QT-2,2,81,NA,0.3410209118210865
IN2018_V06_174,174_0264,174_081,Black & Octocorals,3,16/12/2018 6:14,IN2018_V06_174,1b,1b,St Helens,77,148.7635048,-41.22300216,819.9,Rock,Rock,264,174_0264,8.797114476,NA,QT-2,2,81,NA,0.3410209118210865
IN2018_V06_179,179_0187,179_031,Enallopsammia,1,16/12/2018 16:55,IN2018_V06_179,1b,1b,St Helens,70,148.7542583,-41.22766466,758.4533333,cobble - boulder,Coral rubble,187,179_0187,5.642648681,31,QT,1,31,MG-Q,0.17722173690650156
IN2018_V06_179,179_0187,179_031,Black & Octocorals,1,16/12/2018 16:55,IN2018_V06_179,1b,1b,St Helens,70,148.7542583,-41.22766466,758.4533333,cobble - boulder,Coral rubble,187,179_0187,5.642648681,31,QT,1,31,MG-Q,0.17722173690650156
IN2018_V06_186,186_0625,186_031,Unstalked crinoids,1,17/12/2018 14:59,IN2018_V06_186,1b,1b,St Helens,66,148.7833174,-41.2318326,1089.095,Sand - mud (<2mm),Sand - mud (<2mm),625,186_0625,3.437616355,NA,QT-2,2,31,MG-Q,0.29089924433990544
IN2018_V06_121,121_0063,121_011,S.variabilis,2,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,1220.053125,Coral reef substrate,Coral reef substrate,63,121_0063,4.964367223,11,QT,1,11,NA,0.40287108309271824
IN2018_V06_121,121_0063,121_011,Unstalked crinoids,2,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,1220.053125,Coral reef substrate,Coral reef substrate,63,121_0063,4.964367223,11,QT,1,11,NA,0.40287108309271824
IN2018_V06_121,121_0063,121_011,Sponges,21,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,1220.053125,Coral reef substrate,Coral reef substrate,63,121_0063,4.964367223,11,QT,1,11,NA,4.230146372473541
IN2018_V06_121,121_0063,121_011,Hydrocorals,1,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,1220.053125,Coral reef substrate,Coral reef substrate,63,121_0063,4.964367223,11,QT,1,11,NA,0.20143554154635912
IN2018_V06_121,121_0063,121_011,Solenosmilia matrix,100,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,1220.053125,Coral reef substrate,Coral reef substrate,63,121_0063,4.964367223,11,QT,1,11,NA,20.143554154635915
IN2018_V06_121,121_0063,121_011,Black & Octocorals,83,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,1220.053125,Coral reef substrate,Coral reef substrate,63,121_0063,4.964367223,11,QT,1,11,NA,16.71914994834781
IN2018_V06_100,100_0324,100_001,Black & Octocorals,4,7/12/2018 15:53,IN2018_V06_100,1,1,slope,59,146.3548394,-44.16962359,1287.257143,Rock,Rock,324,100_0324,2.437501563,1,QT,1,1,NA,1.6410245887501815
IN2018_V06_100,100_0324,100_001,Unstalked crinoids,1,7/12/2018 15:53,IN2018_V06_100,1,1,slope,59,146.3548394,-44.16962359,1287.257143,Rock,Rock,324,100_0324,2.437501563,1,QT,1,1,NA,0.4102561471875454
IN2018_V06_100,100_0324,100_001,Sponges,1,7/12/2018 15:53,IN2018_V06_100,1,1,slope,59,146.3548394,-44.16962359,1287.257143,Rock,Rock,324,100_0324,2.437501563,1,QT,1,1,NA,0.4102561471875454
IN2018_V06_057,057_0460,057_036,No-VMEfauna,0,30/11/2018 22:19,IN2018_V06_057,fished,1c,Sisters,67,147.2261085,-44.26809834,1319.735,Coral rubble,Pebble - gravel,460,057_0460,9.072246408,36,QT,1,36,NA,0
IN2018_V06_045,045_0423,045_016,No-VMEfauna,0,29/11/2018 1:15,IN2018_V06_045,1,1,Hill K1,44,147.3947125,-44.28489713,1714.7,Pebble - gravel,Pebble - gravel,423,045_0423,3.358818613,16,QT,1,16,NA,0
IN2018_V06_174,174_0720,174_070,No-VMEfauna,0,16/12/2018 6:53,IN2018_V06_174,1b,1b,St Helens,77,148.7679248,-41.21362203,1055.06,Pebble - gravel,Pebble - gravel,720,174_0720,4.450931137,70,QT,1,70,NA,0
IN2018_V06_082,082_0109,082_031,Unstalked crinoids,1,5/12/2018 11:34,IN2018_V06_082,1,1,Hill K1,41,147.3889259,-44.29541662,1404.385714,Coral rubble,Rock,109,082_0109,7.366165109,31,QT,1,31,NA,0.13575584923805162
IN2018_V06_082,082_0109,082_031,Sponges,7,5/12/2018 11:34,IN2018_V06_082,1,1,Hill K1,41,147.3889259,-44.29541662,1404.385714,Coral rubble,Rock,109,082_0109,7.366165109,31,QT,1,31,NA,0.9502909446663613
IN2018_V06_082,082_0109,082_031,Stalked crinoids,2,5/12/2018 11:34,IN2018_V06_082,1,1,Hill K1,41,147.3889259,-44.29541662,1404.385714,Coral rubble,Rock,109,082_0109,7.366165109,31,QT,1,31,NA,0.27151169847610324
IN2018_V06_082,082_0109,082_031,Solenosmilia matrix,25,5/12/2018 11:34,IN2018_V06_082,1,1,Hill K1,41,147.3889259,-44.29541662,1404.385714,Coral rubble,Rock,109,082_0109,7.366165109,31,QT,1,31,NA,3.3938962309512903
IN2018_V06_056,056_0608,056_073,Black & Octocorals,1,30/11/2018 19:57,IN2018_V06_056,fished,1c,Sisters,70,147.235821,-44.28791384,1371.5,Rock,Rock,608,056_0608,12.54746422,73,QT,1,73,NA,0.07969737808903671
IN2018_V06_056,056_0608,056_073,Regular urchins,2,30/11/2018 19:57,IN2018_V06_056,fished,1c,Sisters,70,147.235821,-44.28791384,1371.5,Rock,Rock,608,056_0608,12.54746422,73,QT,1,73,NA,0.15939475617807342
IN2018_V06_056,056_0608,056_073,Hydrocorals,1,30/11/2018 19:57,IN2018_V06_056,fished,1c,Sisters,70,147.235821,-44.28791384,1371.5,Rock,Rock,608,056_0608,12.54746422,73,QT,1,73,NA,0.07969737808903671
IN2018_V06_095,095_0297,095_145,No-VMEfauna,0,7/12/2018 1:26,IN2018_V06_095,1,1,z99,66,146.2285042,-44.26409611,1511.58,Sand - mud (<2mm),Sand - mud (<2mm),297,095_0297,8.593141137,145,QT-2,2,17,NA,0
IN2018_V06_122,122_0492,122_013,Hydrocorals,1,9/12/2018 15:46,IN2018_V06_122,1,1,z103,64,147.1606471,-44.40343348,1852.035,cobble - boulder,cobble - boulder,492,122_0492,1.624322211,13,QT,1,13,NA,0.6156413999808318
IN2018_V06_122,122_0492,122_013,Sponges,1,9/12/2018 15:46,IN2018_V06_122,1,1,z103,64,147.1606471,-44.40343348,1852.035,cobble - boulder,cobble - boulder,492,122_0492,1.624322211,13,QT,1,13,NA,0.6156413999808318
IN2018_V06_109,109_0155,109_023,No-VMEfauna,0,8/12/2018 12:58,IN2018_V06_109,2,4,slope,69,146.8418585,-44.11705371,653.8285714,Sand - mud (<2mm),Sand - mud (<2mm),155,109_0155,3.719170105,23,QT,1,23,NA,0
IN2018_V06_051,051_0404,051_018,No-VMEfauna,0,30/11/2018 2:58,IN2018_V06_051,1,1,Hill K1,80,147.39585,-44.2941243,1619.62,Sand - mud (<2mm),Sand - mud (<2mm),404,051_0404,8.419682986,18,QT,1,18,NA,0
IN2018_V06_083,083_0325,083_190,Sponges,1,5/12/2018 20:24,IN2018_V06_083,1b,1b,Main Matt,83,146.2013379,-44.21371827,864.7275,Rock,Rock,325,083_0325,9.774145608,190,QT-2,2,62,NA,0.10231073283597435
IN2018_V06_130,130_0628,130_034,No-VMEfauna,0,10/12/2018 11:13,IN2018_V06_130,3,5,slope,63,147.009747,-44.17488282,891.92,Coquina - shellhash,Pebble - gravel,628,130_0628,2.054449222,34,QT,1,34,NA,0
IN2018_V06_043,043_0146,043_006,Unstalked crinoids,1,28/11/2018 18:58,IN2018_V06_043,4 - fished?,1c,Sisters,83,147.2539871,-44.27929193,1036.002222,Rock,Rock,146,043_0146,7.789887535,6,QT,1,6,NA,0.12837155806255166
IN2018_V06_043,043_0146,043_006,Sponges,2,28/11/2018 18:58,IN2018_V06_043,4 - fished?,1c,Sisters,83,147.2539871,-44.27929193,1036.002222,Rock,Rock,146,043_0146,7.789887535,6,QT,1,6,NA,0.2567431161251033
